carpeta,archivo,ruta,anio,tipo_acto,subtipo,vigente_ccyc,variables_detectadas,calidad_preset,observaciones,usar_como_preset
AUTORIZACION PARA VIAJAR,2021 - AUTORIZACION PARA VIAJAR - HEISS - FAMILIARES (JULIO 2021).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\AUTORIZACION PARA VIAJAR\2021 - AUTORIZACION PARA VIAJAR - HEISS - FAMILIARES (JULIO 2021).docx,2021,Autorización para viajar,menor de edad con responsables parentales,True,"nombres_padres, dni_padres, cuit_padres, fecha_nacimiento_padres, estado_civil_padres, domicilio_padres, nombre_menor, dni_menor, fecha_nacimiento_menor, nombres_acompañantes, dni_acompañantes, destinos_viaje, fecha_autorización, notario, numero_registro_notarial",media,El documento está incompleto (se corta en el párrafo final). Actualizar referencias al DNU 297/20 y DA 467/20 que ya no aplican; modernizar lenguaje notarial para mayor claridad. Incluir cláusulas sobre devolución de documentación y límites geográficos específicos si aplica.,si
AUTORIZACIONES,AUTORIZACION SOFI (JULIO 2014).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\AUTORIZACIONES\AUTORIZACION SOFI (JULIO 2014).docx,sin_fecha,Autorización para retiro de escritura,Retiro de documento notarial por tercero,True,"nombre_notario, registro_notarial_notario, nombre_autorizado, dni_autorizado, numero_escritura, folio_escritura, escribana_anterior, registro_notarial_escribana, nombre_beneficiario_original, ciudad, dia, mes, año",media,Documento funcional pero carece de cláusulas de responsabilidad y aclaración de poderes del tercero autorizado. Sería recomendable especificar si la autorización incluye poder para actuar en representación o solo retiro físico del documento.,si
BIEN DE FAMILIA - REGIMEN PROTECCION DE VIVIENDA,AFECTACION AL REGIMEN DE PROTECCION DE LA VIVIENDA HABITUAL OTORGADA POR  IVAN SOLER RODRIGUEZ - CAROLINA LACHMAN 2021.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\BIEN DE FAMILIA - REGIMEN PROTECCION DE VIVIENDA\AFECTACION AL REGIMEN DE PROTECCION DE LA VIVIENDA HABITUAL OTORGADA POR  IVAN SOLER RODRIGUEZ - CAROLINA LACHMAN 2021.docx,2016,Afectación de Inmueble a Régimen de Protección de Vivienda Habitual,Propiedad Horizontal - Vivienda Habitual,True,"nombres_otorgantes, dni_otorgantes, cuit_otorgantes, fechas_nacimiento, estado_civil, fecha_inicio_convivencia, numero_acta_union_convivencial, domicilio_inmueble, calle_numero, edificio_nombre, piso_unidad, distrito, departamento, provincia, fecha_otorgamiento, notario_nombre, numero_registro_notario, numero_escritura, protocolo, superficie_cubierta_propia, superficie_comun_100, superficie_comun_50",media,Documento correctamente estructurado según CCyC 2015. Necesita completar el párrafo final cortado sobre superficies totales y especificar si la afectación es voluntaria o si afecta a terceros acreedores.,si
CABRERA FRANCISCO,2022 - RENTA VITALICIA - CABRERA (VERSION  RR - 13-7-22).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CABRERA FRANCISCO\2022 - RENTA VITALICIA - CABRERA (VERSION  RR - 13-7-22).docx,sin_fecha,Renta Vitalicia,Constitución de renta vitalicia con intervención de apoderado especial,True,"número_escritura, fecha_otorgamiento, nombre_notario, número_registro_notarial, nombre_beneficiario, dni_beneficiario, cuit_beneficiario, fecha_nacimiento_beneficiario, estado_familia_beneficiario, domicilio_beneficiario, nombre_compareciente, dni_compareciente, cuit_compareciente, fecha_nacimiento_compareciente, estado_familia_compareciente, domicilio_compareciente, nombre_apoderado, nombre_representados, dni_representados, cuit_representados, fechas_nacimiento_representados, domicilios_representados, monto_renta, periodicidad_pago, bienes_afectados",media,"Documento incompleto (se corta en el último compareciente). Faltan clausulas esenciales: descripción de bienes objeto de la renta, monto de la pensión, periodicidad de pagos y cláusulas de cumplimiento. Requiere completar identificación de todos los comparecientes y incorporar términos del CCyC referidos a obligaciones del deudor de renta.",si
CANCELAC. HIP. BCO. CIUDAD,2020 - CANC BCO. CIUDAD - SOLER -LACHMAN (OCT - 2021).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CANCELAC. HIP. BCO. CIUDAD\2020 - CANC BCO. CIUDAD - SOLER -LACHMAN (OCT - 2021).docx,2016,Cancelación de Hipoteca,Por acreedor (Banco de la Ciudad de Buenos Aires),True,"número_escritura, fecha_acto, nombre_notario, registro_notarial, nombres_deudores, dni_deudores, cuit_deudores, fecha_nacimiento_deudores, estado_familia_deudores, domicilio_deudores, nombre_banco_acreedor, cuit_banco, domicilio_banco, numero_poder_banco, fecha_poder_banco, notario_poder, folio_poder, registro_poder",media,Documento bien estructurado conforme CCyC. Falta completar referencia al poder del banco (se corta en la redacción final). Incluye declaraciones juradas covid que pueden ser opcionales según contexto actual.,si
CANCELAC.HIP. BCO.NACION,LIBERAC. DE GARANTIA BANCO DE LA NACION ARGENTINA - LITOGRAFIA (MAYO 2013).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CANCELAC.HIP. BCO.NACION\LIBERAC. DE GARANTIA BANCO DE LA NACION ARGENTINA - LITOGRAFIA (MAYO 2013).docx,sin_fecha,Liberación parcial de garantía hipotecaria,A favor de deudores hipotecarios por institución bancaria,False,"nombre_banco, nombres_deudores, dni_deudores, cuit_deudores, nombres_conyuges, dni_conyuges, cuit_conyuges, nombre_apoderado, dni_apoderado, domicilio_apoderado, domicilio_banco, numero_escritura_poder, fecha_poder, escribano_poder, numero_registro_poder, numero_escritura_mutuo, fecha_mutuo, monto_hipoteca, grado_hipoteca, descripcion_inmuebles, fecha_acto, numero_escritura_actual, notario_actuante, registro_notarial",baja,El documento utiliza referencias al Código Civil de Vélez Sársfield (art. 1.002) y lenguaje anterior al CCyC 2015. El texto aparece incompleto (cortado en la descripción de inmuebles al final). Requiere actualización normativa completa y verificación de integridad del documento antes de utilizarlo como plantilla.,no
CANCELAC.HIP.BCO.PATAGONIA,CANHCA.BCOPATAGONIA_SOFENIA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CANCELAC.HIP.BCO.PATAGONIA\CANHCA.BCOPATAGONIA_SOFENIA.docx,sin_fecha,Cancelación de hipoteca,Por fusión y cambio de denominación de entidad bancaria,False,"nombre_notario, numero_protocolo, fecha_otorgamiento, ciudad_provincia, nombre_apoderado_1, dni_apoderado_1, nombre_apoderado_2, dni_apoderado_2, domicilio_apoderados, nombre_banco_actual, nombre_banco_anterior, cuit_banco, numero_poder_especial, fecha_poder, escribano_poder, numero_escritura_hipoteca, fecha_escritura_hipoteca, monto_hipoteca, moneda, nombre_deudor_original, ubicacion_inmueble",baja,El documento está incompleto (cortado al final) y utiliza lenguaje y referencias previas al CCyC 2015. Requiere revisión de la redacción conforme a estándares actuales y completitud del texto para ser utilizable como plantilla.,no
CANCELAC.HIP.IPV,CANCHCA_IPV_SANCHEZ-CERRARO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CANCELAC.HIP.IPV\CANCHCA_IPV_SANCHEZ-CERRARO.docx,sin_fecha,Cancelación de hipoteca,De inmueble urbano (casa),False,"número de escritura, fecha del acto (día, mes, año), nombre del notario, número de registro notarial, nombre del compareciente, DNI del compareciente, domicilio especial, nombre de la institución acreedora, nombres de los deudores/beneficiarios, DNI de los deudores, número de escritura de préstamo original, fecha de préstamo original, monto del préstamo, ubicación del inmueble (distrito, departamento, provincia), descripción del inmueble (manzana, casa), superficie del inmueble, matrícula de inscripción, asiento de hipoteca",baja,"El documento utiliza lenguaje y referencias del Código Civil de Vélez (artículo 1.002), anterior al CCyC 2015. El texto está incompleto (corte en la última línea). Requiere modernización de lenguaje y referencias al CCyC para ser válido actualmente.",no
CANCELACION DE BIEN DE FAMILIA,CANC. BIEN FAMILIA-SUAREZ LAGO-VALDES (MAYO 2015).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CANCELACION DE BIEN DE FAMILIA\CANC. BIEN FAMILIA-SUAREZ LAGO-VALDES (MAYO 2015).docx,sin_fecha,Cancelación de Bien de Familia,Inmueble urbano - Ley 14.394,True,"nombres_comparecientes, DNI_comparecientes, CUIL_comparecientes, domicilio_inmueble, numero_escritura_original, fecha_escritura_original, escribano_original, registro_original, distrito_departamento, descripcion_inmueble, superficie_titulo, superficie_plano, limites_perimetrales, fraccion_numero, pasaje_comunero_datos, fecha_acto",media,"El documento está incompleto (corta abruptamente en ""...Y Oeste: con Juan Bautista Michelutti y otros...""). Requiere revisión de la redacción final y verificación de que se complete correctamente la descripción catastral antes de usar como modelo.",si
CANCELACION POR NOTA,CANCELACION  NOTA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CANCELACION POR NOTA\CANCELACION  NOTA.docx,sin_fecha,Cancelación de hipoteca,Por pago total de documentos hipotecarios,False,"nombre_notario, numero_registro_notarial, domicilio_notario, fecha_documento, numero_escritura_constitutiva, fecha_escritura_constitutiva, fojas_escritura, nombres_deudores, nombre_acreedor, monto_total_hipoteca, cantidad_documentos_hipotecarios, numeros_documentos, importes_documentos, fechas_vencimiento, asiento_registro, numero_matricula, folio_real",baja,"Documento redactado bajo Código Civil de Vélez Sársfield (art. 3.202), no utiliza referencias del CCyC 2015. Requiere actualización normativa completa conforme Libro III del CCyC (arts. 2415-2437) y nueva estructura de presentación ante autoridades registrales modernas.",no
CANCELACIONES DE HIPOTECA,2019 - CANC. DE HIPOTECA - MENDOZA  FIDUCIARIA SA - AGLE SA (FEB. 2019).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CANCELACIONES DE HIPOTECA\2019 - CANC. DE HIPOTECA - MENDOZA  FIDUCIARIA SA - AGLE SA (FEB. 2019).docx,2016,Cancelación de hipoteca,Cancelación de hipoteca en fideicomiso,True,"nombre_notario, registro_notarial, fecha_dia, fecha_mes, fecha_año, nombre_compareciente_1, dni_compareciente_1, fecha_nacimiento_1, nombre_compareciente_2, dni_compareciente_2, fecha_nacimiento_2, domicilio_especial, nombre_fiduciaria, cuit_fiduciaria, nombre_apoderado_1, nombre_apoderado_2, escritura_poder_numero, escribana_poder, fecha_poder, fecha_cancelacion, escritura_original_numero, escribana_original, monto_hipotecario, datos_fideicomiso",baja,"El documento está incompleto (finaliza abruptamente en el párrafo de expresión). Contiene espacios en blanco sin completar (fechas, números de escritura, montos). Requiere revisión integral y complementación antes de usar como plantilla.",no
CARATULAS BOLETAS,CARATULAS VARIAS-2013.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CARATULAS BOLETAS\CARATULAS VARIAS-2013.docx,sin_fecha,Compraventa de inmuebles,Múltiples unidades con intervención de fiduciario,True,"nombre_vendedor_1, nombre_vendedor_2, nombre_fiduciario, nombre_comprador_1, nombre_comprador_2, cantidad_unidades, ubicacion_edificios, localidad, provincia, numero_torre, numero_unidades, monto_operacion, fecha_contrato, numero_expediente",media,"Documento fragmentario sin detalles de inmuebles (matrícula, superficie, domicilios exactos) ni cláusulas sustanciales. Requiere completar datos catastrales, montos, plazos y condiciones para ser operativo bajo CCyC 2015.",si
CARPETAS EN TRAMITE,CARPETAS  EN TRAMITE2.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CARPETAS EN TRAMITE\CARPETAS  EN TRAMITE2.docx,sin_fecha,Listado de carpetas en trámite,,False,"números_carpeta, apellidos_partes, tipos_actos_varios, instituciones_bancarias, números_expediente",baja,"Este documento es un índice administrativo de carpetas en trámite, no un acto notarial. No contiene estructura de instrumento notarial, cláusulas, referencias normativas ni datos susceptibles de ser utilizados como plantilla.",no
CARTA DE PAGO,RECIBIO CARTA DE PAGO - DRIS.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CARTA DE PAGO\RECIBIO CARTA DE PAGO - DRIS.docx,sin_fecha,Recibo - Carta de Pago - Entrega de Posesión,de inmueble urbano con edificio destinado a vivienda,False,"nombre_otorgante, dni_otorgante, cuit_otorgante, estado_civil_otorgante, nombre_conyuge, domicilio_otorgante, monto_pago, moneda, nombre_comprador, dni_comprador, direccion_inmueble, superficie_inmueble, numero_plano_catastro, matricula_propiedad, asiento_folio, limites_norte, limites_sur, limites_este, limites_oeste, fecha_acto, nombre_notario, numero_registro_notarial",baja,"El documento utiliza referencias al Código Civil de Vélez (arts. 1.277 y 1002) sin aplicar disposiciones del CCyC 2015. Requiere actualización integral del lenguaje, inclusión de capacidad legal conforme CCyC, especificación clara de obligaciones post-entrega y registro conforme sistema de registro vigente.",no
CARTA DOCUMENTO,2022 - TELEGRAMA LABORAL - DI SANTO (ENERO 2022).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CARTA DOCUMENTO\2022 - TELEGRAMA LABORAL - DI SANTO (ENERO 2022).docx,2022,Rechazo de intimación / Notificación de reclamo laboral,Acto notarial de protesta por incumplimiento de obligaciones patronales en contrato de trabajo deportivo,False,"Nombre del apoderado: Jorge Salvador Di Santo, DNI apoderado: 16.341.382, CUIL apoderado: 20-16341382-6, Nombre del trabajador: Franco Matías Di Santo, DNI trabajador: 34.068.624, CUIL trabajador: 20-34068624-2, Empresa demandada: Club Atlético San Lorenzo, Domicilio empresa: Av. La Plata 1794, CABA, Domicilio apoderado: Toledo 2656, Godoy Cruz, Mendoza, Número de CD: 9037325-8, Fecha del acto: 27/01/2022, Boletín AFA: 6041 del 13/1/2022, Normativas citadas: CCT 557/09, LCT art. 80, Ley 25.345",baja,"No es un acto notarial tradicional sino una carta documento/protesta. Falta firma notarial, sello y autorización notarial expresa; requiere reformulación conforme CCyC 2015 y protocolo notarial vigente.",no
CARTA PODER,CARTA PODER.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CARTA PODER\CARTA PODER.docx,sin_fecha,Carta Poder - Certificación de firma,Para ejercer derechos en Asamblea de Sociedad Anual Ordinaria,False,"nombre_poderdante, dni_poderdante, razon_social_sociedad, nombre_apoderado, dni_apoderado, fecha_asamblea, hora_asamblea, lugar_documento, fecha_documento, numero_registro_notarial, numero_acta, libro_requerimientos",baja,"Documento de 2004-2005 utiliza lenguaje y referencias del Código de Vélez (Ley 19.550). Requiere actualización integral a CCyC 2015: reformular como poder especial, eliminar referencias obsoletas, ajustar solemnidades notariales vigentes y modernizar redacción según estándares actuales.",no
CATENA - LUCECA S.A. 2017 Y OTROS 2019,2021 - ACTA COMPLEMENTARIA - CATENA - MANSART (MARZO 2021).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CATENA - LUCECA S.A. 2017 Y OTROS 2019\2021 - ACTA COMPLEMENTARIA - CATENA - MANSART (MARZO 2021).docx,2017,Acta Complementaria de Fraccionamiento y Venta,De inmueble urbano con intervención de apoderados,True,"nombre_notario, numero_registro_notarial, fecha_acta, numero_escritura, protocolo, nombre_compareciente_1, dni_compareciente_1, cuit_compareciente_1, fecha_nacimiento_compareciente_1, estado_civil_compareciente_1, domicilio_compareciente_1, nombre_compareciente_2, dni_compareciente_2, cuit_compareciente_2, fecha_nacimiento_compareciente_2, estado_civil_compareciente_2, domicilio_compareciente_2, nombre_representado_1, dni_representado_1, cuit_representado_1, fecha_nacimiento_representado_1, conyuge_representado_1, dni_conyuge_representado_1, domicilio_representado_1, numero_poder_especial, fecha_poder_especial, fojas_protocolo_auxiliar",media,"Documento incompleto: se corta en el punto 2 sin completar los datos del segundo apoderado/compareciente. Requiere revisión del segundo párrafo final y cierre formal del acta con firma de partes, testigos y notario.",si
CERT. CONVIVENCIA,CONVIVENCIA-CASATI-VAZQUEZ.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERT. CONVIVENCIA\CONVIVENCIA-CASATI-VAZQUEZ.docx,sin_fecha,Certificación de convivencia en aparente matrimonio,Para trámite ante empresa de medicina prepaga,False,"nombre_compareciente_1, dni_compareciente_1, estado_civil_1, nombre_compareciente_2, dni_compareciente_2, estado_civil_2, domicilio, fecha_inicio_convivencia, nombres_hijos, empresa_destino",baja,Documento de 2008 usa referencias al Código de Vélez Sársfield (art. 1.002) y no al CCyC. Requiere actualización integral a normativa vigente (CCyC 2015) y revisión de requisitos actuales para acreditación de unión convivencial según Ley 26.994.,no
